GENE	pbmc_1	pbmc_10	pbmc_12_merged_1.fastq	pbmc_2_merged_1.fastq	pbmc_4	pbmc_5_merged_1.fastq	pbmc_6_merged_1.fastq	pbmc_7_merged_1.fastq	pbmc_9_merged_1.fastq
LRFN2	39	45	39	62	6	30	16	93	141
LRFN3	1221	2551	1226	1175	687	832	592	1289	1212
LRFN4	484	1512	630	517	723	1100	256	624	684
LRFN5	0	0	0	0	20	1	0	1	0
LRG1	837	2335	388	1775	807	749	680	974	1178
LRGUK	1	0	0	14	71	22	9	11	0
LRIG1	3043	5660	2461	1962	2171	2523	1302	2774	2733
LRIG2	643	1084	617	377	1292	1836	230	741	656
LRIG3	3	0	0	0	0	0	9	0	0
LRIT1	0	0	0	0	0	0	0	0	0
LRIT2	0	0	0	0	0	0	0	14	0
LRIT3	26	75	26	26	72	39	3	44	25
LRMP	2995	5380	2640	1723	3795	5976	1569	3492	2600
LRP10	20741	55773	22143	14747	9610	14973	15125	22079	21533
LRP11	220	430	248	163	368	175	113	193	303
LRP12	250	527	178	268	600	227	96	289	204
LRP1B	0	0	0	0	6	3	15	0	0
LRP1	37369	105502	30434	18971	17197	47854	25357	25684	39554
LRP2BP	102	129	94	131	637	263	49	168	96
LRP2	2	3	2	34	108	39	2	9	31
LRP3	1861	6496	1501	2223	1030	1365	1418	1996	2485
LRP4	0	0	0	4	3	11	1	11	0
LRP5L	90	232	116	186	774	966	53	200	116
LRP5	157	329	101	170	105	121	138	182	131
LRP6	206	497	163	90	230	92	28	135	180
LRP8	322	499	266	166	666	649	190	377	264
LRPAP1	12520	41515	11352	10261	5784	9935	8687	14221	14954
LRPPRC	11533	21974	8902	5258	4519	7770	5592	9190	8026
LRRC10B	0	0	0	0	0	0	0	0	0
LRRC10	11	7	8	12	70	61	3	10	26
LRRC14B	4	24	5	0	0	5	8	0	0
LRRC14	2779	6374	3045	2190	3263	3836	1704	3604	3043
LRRC15	3	0	0	2	0	0	0	0	0
LRRC16A	506	918	569	273	376	380	289	299	357
LRRC16B	111	308	153	80	366	379	55	90	270
LRRC17	16	27	22	9	34	8	6	0	1
LRRC18	6	24	11	0	0	15	0	13	0
LRRC19	40	85	30	177	378	108	31	95	37
LRRC1	137	452	230	138	198	244	117	361	205
LRRC20	400	1050	329	292	162	373	308	275	370
LRRC23	581	1308	398	580	368	382	283	572	546
LRRC24	152	639	130	315	206	301	184	206	16
LRRC25	15842	55756	18837	14812	7706	12429	10707	18440	20707
LRRC26	111	368	91	200	84	122	79	192	203
LRRC27	666	2165	529	898	1604	1065	369	848	741
LRRC28	972	2732	1093	824	598	786	701	1093	1052
LRRC29	224	588	77	101	181	273	88	244	248
LRRC2	101	198	105	245	1002	357	88	358	158
LRRC30	0	0	0	0	0	0	0	0	0
LRRC31	0	0	0	0	0	0	0	0	0
LRRC32	51	415	183	77	31	92	69	87	108
NRROS	3895	7535	3181	2603	2276	4704	1681	2785	3300
LRRC34	173	223	182	224	604	286	94	296	161
LRRC36	40	179	91	200	423	190	35	95	124
LRRC37A2	1950	3834	1144	1639	4327	5404	925	2240	1870
LRRC37A3	284	567	175	250	708	950	162	438	293
LRRC37A	244	615	238	0	1306	1472	302	393	497
LRRC37B	1192	1932	891	584	1177	1770	479	1008	796
LRRC39	3	102	0	25	192	89	1	36	0
LRRC3B	0	0	0	0	5	0	0	0	0
LRRC3	145	292	113	151	337	169	104	187	155
LRRC40	586	1105	741	348	750	1097	339	698	522
LRRC41	4212	11888	3555	2966	2181	2915	2926	4587	3929
LRRC42	525	1402	482	454	386	644	386	788	661
LRRC43	20	23	40	12	38	43	22	79	44
LRRC45	1621	4394	1289	1757	1579	1859	745	1740	1573
LRRC46	47	93	26	18	68	111	56	19	68
LRRC47	4827	12893	4014	4305	3122	4320	2780	5130	3977
DRC3	29	72	27	23	145	180	11	33	44
LRRC49	35	130	36	106	314	86	15	59	34
LRRC4B	18	6	0	13	51	54	0	49	16
LRRC4C	0	14	0	1	61	0	0	0	0
LRRC4	223	945	161	540	241	305	259	478	388
DNAAF1	0	0	9	0	33	18	2	0	0
LRRC52	0	0	0	0	0	0	0	0	0
LRRC55	1	0	8	1	11	5	0	0	5
LRRC56	194	510	100	86	301	321	116	211	199
LRRC57	646	1517	798	559	1878	1833	466	985	797
LRRC58	4897	8872	3982	3840	5360	5602	2987	5340	4517
LRRC59	5479	13667	5460	3499	2740	4738	3857	6252	6690
LRRC61	963	2205	781	716	371	363	469	783	983
LRRC66	5	0	0	20	33	14	5	0	4
PPP1R42	0	0	0	0	0	0	0	0	0
LRRC69	7	61	42	149	196	121	5	83	40
LRRC6	15	0	29	2	129	236	2	18	21
LRRC70	74	54	55	56	189	243	42	111	73
LRRC7	61	160	26	1	22	12	8	5	55
LRRC8A	3218	6878	3613	2607	1774	3087	2275	4361	4005
LRRC8B	1117	1858	935	653	931	928	476	1416	801
LRRC8C	5488	12123	4738	3187	4676	4646	2731	6193	4964
LRRC8D	6975	16616	6984	3949	2474	4523	4393	6325	5962
LRRC8E	10	9	0	0	3	3	0	0	19
LRRCC1	466	946	642	306	293	557	218	739	623
LRRFIP1	35136	85819	38243	33823	26321	36983	24944	50920	48841
LRRFIP2	2497	8697	3152	2043	2807	2980	2107	3317	2866
LRRIQ1	48	100	26	95	221	84	33	85	50
LRRIQ3	41	67	43	0	20	36	30	35	0
LRRIQ4	2	0	0	0	0	2	0	0	0
LRRK1	1419	3883	1398	638	852	2159	1014	1363	1370
LRRK2	5613	12255	4978	2733	5657	14993	4624	6036	7891
LRRN1	86	51	50	42	51	56	39	93	31
LRRN2	11	18	22	24	221	282	6	23	17
LRRN3	3928	4811	1207	2589	590	1046	1948	1550	302
LRRN4CL	42	185	60	102	457	91	11	109	30
LRRN4	0	14	0	19	1	5	0	0	0
LRRTM1	0	0	0	0	1	0	0	0	1
LRRTM2	0	33	0	1	7	14	0	0	0
LRRTM3	0	0	0	0	0	0	0	0	0
LRRTM4	0	0	2	0	49	0	0	0	0
LRSAM1	995	2443	909	861	2153	2545	563	1359	781
LRTM1	4	0	0	0	10	0	0	0	0
LRTM2	0	0	0	0	0	0	0	0	0
LRTOMT	303	679	289	577	1436	661	210	410	299
LRWD1	1140	2264	647	930	1253	1321	573	1080	853
LSAMP	2	3	17	33	43	20	6	21	29
LSG1	2515	4085	1905	1149	3428	2776	1076	2217	1869
LSM10	4109	11891	3398	3199	1895	2693	2694	4938	4810
LSM11	354	688	256	390	801	727	200	464	356
LSM12	5272	12224	5151	3836	2475	3683	3434	5834	5585
LSM14A	22247	51232	23134	14391	9832	17508	13674	26873	21172
LSM14B	4596	12497	3853	3280	2486	3952	2330	4854	4254
LSM1	2433	5515	2282	2177	1162	1760	1685	3100	3031
LSM2	2232	4485	1822	1850	861	1178	1549	2322	1632
LSM3	3179	7748	3008	2906	1310	1880	1920	3795	3285
LSM4	7918	20872	6963	7292	4004	5122	4785	10682	8681
LSM5	2248	4886	2271	1587	1179	1253	1329	2898	1756
LSM6	1780	4653	1548	1480	699	973	990	1992	1636
LSM7	4237	12293	3487	4124	2548	2863	2610	4889	4095
NAA38	2743	6978	2132	2923	1331	1828	1539	3189	3039
LSP1	76230	201901	66313	72025	33693	58356	54882	81002	82274
LSR	2801	5053	2145	1802	2037	1184	1304	1766	1623
LSS	2152	5550	2801	1609	3546	3718	1798	2783	2563
SLCO1B7	0	0	0	0	0	0	0	0	0
LST1	13279	51963	15480	15291	10625	14028	8528	22717	23511
LTA4H	25282	91702	31810	20525	9547	20353	22641	34729	32457
LTA	568	1386	527	244	203	191	309	555	348
LTB4R2	888	1819	718	503	817	1723	438	598	898
LTB4R	4016	11274	3039	4472	6090	8312	2600	4502	4827
LTBP1	170	1244	565	172	226	223	294	331	682
LTBP2	198	252	107	114	148	131	90	389	157
LTBP3	8238	20099	5813	7997	12148	7998	3339	6463	5738
LTBP4	2718	6644	3185	2467	7745	9503	1746	4188	3071
LTBR	5021	17893	4821	3543	2757	4895	4501	6658	6633
LTB	53483	140111	32642	65178	17141	14438	23860	33905	32625
LTC4S	150	325	133	127	129	56	64	106	74
LTF	1067	1972	615	12002	385	760	466	437	6367
LTK	645	1334	432	320	1159	1421	460	372	357
LTV1	1329	2517	1456	1126	1974	2686	610	1396	1246
LUC7L2	5529	10665	5007	3749	6522	7796	2990	6406	5279
LUC7L3	7191	15662	5478	19657	26314	28737	3569	14819	7484
LUC7L	1112	3252	1134	1101	8435	8563	655	1842	1211
LUM	0	0	0	0	1	0	6	0	0
LUZP1	2465	4340	2352	1589	1532	2645	1346	2679	2251
LUZP2	18	53	15	89	232	123	3	97	30
LUZP4	0	0	0	0	0	0	0	0	0
LUZP6	26227	63998	31963	15645	10994	21948	15750	32422	31731
LXN	346	302	304	127	87	151	226	330	197
LY6D	0	0	0	0	0	0	0	0	0
LY6E	19698	55168	23224	17172	8705	14319	10409	25643	24545
LY6G5B	50	226	82	90	999	957	61	197	104
LY6G5C	224	488	181	191	203	138	214	303	242
LY6G6C	0	0	0	0	2	1	0	0	4
LY6G6D	0	0	0	7	0	8	0	0	13
LY6G6F	78	786	251	147	79	89	108	168	279
LY6H	0	0	0	0	0	0	1	0	0
LY6K	0	0	5	0	20	0	0	0	1
LY75	11652	19663	10579	4800	4737	8694	5489	8072	10290
LY86	7745	26761	6034	5977	2413	4599	5980	9363	7652
LY96	1134	3870	965	750	477	943	782	1674	1797
LY9	7004	13830	5359	4541	3674	3399	3380	5893	4301
LYAR	4325	6671	3905	3527	2933	3200	2449	6163	4446
LYG1	11	38	16	16	181	185	0	7	10
LYG2	2	0	9	18	34	4	0	5	0
LYL1	4321	14499	4043	4357	2336	2381	2595	4777	5277
LYNX1	404	643	637	269	380	660	98	261	664
LYN	25587	71587	34628	15988	11985	29536	16584	30052	37385
LYPD1	0	21	0	0	1	0	0	15	0
LYPD2	225	861	1172	117	131	299	168	588	783
LYPD3	341	470	177	180	232	163	130	304	172
LYPD4	0	2	0	18	66	25	2	4	15
LYPD5	25	25	9	0	7	19	10	18	0
LYPD6B	4	0	50	13	26	32	18	17	0
LYPD6	0	0	0	0	2	0	0	0	0
LYPLA1	5822	12365	6017	2515	2469	4945	3541	6146	5961
LYPLA2	5703	17287	5157	6132	4189	4881	3648	7329	6111
LYPLAL1	674	1089	572	626	502	626	307	623	296
LYRM1	1818	3966	1603	1248	1020	1200	1140	2080	1560
LYRM2	2260	4925	1940	1918	1962	2010	1542	3024	2096
LYRM4	2115	4710	1846	2189	758	1200	1194	2553	2162
LYRM5	1011	2221	845	580	555	738	630	861	816
LYRM7	2706	5604	2323	2804	3856	2657	1518	3335	1911
LYSMD1	81	380	115	215	170	176	41	86	111
LYSMD2	2593	5904	2386	1835	1237	1437	1088	2809	1752
LYSMD3	1177	2051	1008	616	840	1250	617	1088	882
LYSMD4	420	906	219	182	612	558	80	298	226
LYST	7482	14211	7734	3874	9557	16487	3348	9745	6834
LYVE1	7	71	0	0	23	2	9	0	22
LYZL1	0	0	0	0	0	0	0	0	0
LYZL2	0	0	0	0	0	0	0	0	0
LYZL4	0	0	0	0	0	0	0	0	0
LYZL6	0	0	0	0	2	0	0	0	0
LYZ	678112	2106500	790531	504220	195869	614531	764929	731378	1043340
LZIC	1526	3329	1430	963	640	949	1034	1874	1495
LZTFL1	878	2007	805	564	360	655	477	996	795
LZTR1	2554	6144	2195	1627	6610	6946	1507	3102	2040
LZTS1	397	360	97	167	391	125	76	83	220
LZTS2	1109	3179	708	946	1562	1481	670	1380	820
M6PR	19848	49336	19241	13658	9246	14561	11250	23641	19656
MAB21L1	0	0	0	0	0	0	0	0	0
MAB21L2	0	0	0	0	3	1	0	0	0
MACC1	146	397	137	328	743	336	50	258	188
MACROD1	466	846	267	253	186	203	145	177	296
MACROD2	435	1428	219	376	925	428	260	477	283
MAD1L1	12789	18361	6775	5332	2935	5148	3323	6175	4427
MAD2L1BP	785	2270	995	783	1163	1254	671	1241	1228
MAD2L1	501	958	508	386	216	275	369	497	421
MAD2L2	2096	7212	2545	2152	1594	2206	1522	3423	3279
MADCAM1	0	20	0	1	15	14	4	0	3
MADD	8971	20666	9194	6348	8078	12195	5463	11751	9546
MAEA	4329	9661	4205	4446	4425	5589	2653	4664	3979
MAEL	5	74	10	55	156	65	10	49	12
MAF1	16510	45698	14638	13057	9392	11621	9730	20075	17275
MAFA	0	0	0	0	1	2	4	0	0
MAFB	4721	17159	6864	3994	3278	6788	2741	7079	9077
MAFF	711	2070	651	764	1432	1241	287	1639	738
MAFG	1100	3241	683	1953	2546	3323	538	1433	1220
MAFK	1249	2564	744	1116	2942	2988	315	887	735
MAF	5120	11244	5242	3364	4225	5286	2625	6953	5714
MAGEA10	0	0	0	0	0	0	0	0	0
MAGEA11	0	0	0	0	0	0	0	0	0
MAGEA12	0	0	0	1	0	0	0	0	0
MAGEA1	0	0	0	0	0	0	0	0	0
MAGEA2	0	0	0	0	0	0	0	0	0
MAGEA3	0	0	0	0	0	0	0	0	0
MAGEA4	0	0	0	0	0	0	0	0	0
MAGEA6	0	0	0	0	0	0	0	0	0
MAGEA8	0	10	4	0	12	6	0	0	0
MAGEA9B	0	0	0	0	0	0	0	0	0
MAGEB10	0	0	3	10	33	10	0	20	1
MAGEB16	0	0	0	0	1	0	0	0	0
MAGEB18	0	0	0	0	0	0	0	0	0
MAGEB1	0	0	0	0	1	0	0	0	0
MAGEB2	0	0	0	0	0	0	0	0	0
MAGEB3	0	0	0	0	1	0	0	0	0
MAGEB4	0	0	0	0	0	0	0	0	0
MAGEB6	0	0	0	0	0	0	0	0	0
MAGEC1	0	0	0	0	0	0	0	0	0
MAGEC2	0	0	0	0	0	0	0	0	0
MAGEC3	0	0	0	0	1	0	0	0	0
MAGED1	3677	7103	3349	2443	1574	2472	2189	3934	3313
MAGED2	4771	10431	5176	3351	2901	4322	3211	5784	5035
MAGED4B	166	478	52	57	273	458	15	34	67
MAGED4	0	0	32	0	0	24	17	74	0
MAGEE1	1120	1961	1230	573	470	972	513	1286	795
MAGEE2	0	0	0	0	0	0	0	0	0
MAGEF1	2396	5004	2052	1669	816	737	964	1741	1673
MAGEH1	1208	2263	930	897	485	536	691	1066	1159
MAGEL2	0	0	0	0	3	0	0	0	0
MAGI1	10	46	26	70	171	60	4	49	34
MAGI2	41	97	11	21	166	47	30	59	86
MAGI3	186	299	215	143	176	143	55	105	80
MAGIX	69	227	33	44	79	93	42	145	94
MAGOHB	772	1649	816	542	430	513	332	493	662
MAGOH	3241	8008	2543	2271	1289	2121	1888	3627	3300
MAGT1	6588	12953	8364	4128	4331	6218	4311	7931	7225
MAG	6	0	0	2	9	6	5	0	2
MAK16	705	1354	776	429	817	912	378	588	508
MAK	83	273	110	37	183	126	97	114	134
MAL2	41	42	44	0	0	1	7	1	3
MALAT1	42163	79875	42539	137640	174007	137191	22744	142550	69160
MALL	106	156	65	97	409	116	35	124	83
MALT1	8059	17326	8878	3383	4721	7001	4336	8039	6180
MAL	9004	18742	5546	8218	2564	1881	4050	5843	5490
MAMDC2	1	70	15	29	8	20	6	0	15
MAMDC4	8	111	52	51	891	1062	21	29	41
MAML1	3868	7575	3271	2331	3054	4914	2079	4322	3183
MAML2	4137	7482	3417	1814	1449	2309	2024	2686	2559
MAML3	1738	4402	1635	1085	509	1651	968	2101	1778
MAMLD1	101	237	88	9	156	169	152	158	147
MAMSTR	12	51	18	57	30	47	2	29	22
MAN1A1	5675	11741	6851	2592	2139	6273	5158	7514	8440
MAN1A2	5221	7055	5190	2794	2369	4032	3058	7080	5863
MAN1B1	5203	12990	4672	5815	5842	7036	3217	6054	5344
MAN1C1	3269	7464	2232	2124	1334	1589	1659	2379	1948
MAN2A1	4153	6893	3884	1453	1966	4208	2351	2782	3616
MAN2A2	3576	10896	4362	2795	15861	18215	3281	5306	5017
MAN2B1	34369	122046	36425	27838	17370	36751	25681	40832	41125
MAN2B2	9148	21745	9341	5213	5622	9340	5703	7806	8173
MAN2C1	3512	10263	3053	3224	11735	13040	2033	3833	3006
MANBAL	557	1302	423	443	526	693	338	499	381
MANBA	4544	17239	4379	3883	4929	7161	3375	6441	6109
MANEAL	157	386	333	242	604	284	150	596	267
MANEA	1034	976	522	285	260	450	632	668	496
MANF	2924	6073	2550	2574	1209	1500	1766	4203	2743
MANSC1	214	448	94	263	265	161	172	235	162
MAOA	4	111	6	7	11	19	0	37	42
MAOB	45	54	42	147	83	49	11	18	13
MAP1A	293	1120	293	392	172	482	212	537	539
MAP1B	15	38	78	27	165	93	22	63	35
METAP1D	97	183	66	102	238	267	46	119	64
MAP1LC3A	169	460	176	261	198	152	117	245	201
MAP1LC3B2	467	938	545	350	196	365	371	620	674
MAP1LC3B	10713	26178	12080	7265	5491	9356	6773	13906	13909
MAP1LC3C	13	0	16	43	131	42	5	37	19
MAP1S	4835	14613	3904	3462	2069	3397	2839	4252	4454
MAP2K1	9293	21181	8529	6186	4731	7451	5887	10386	10511
MAP2K2	13361	40208	12492	14655	8184	10988	8849	17732	15081
MAP2K3	9542	26775	9645	9552	7470	10299	6180	14117	12555
MAP2K4	3015	4600	2458	1854	1814	2493	1715	3529	2568
MAP2K5	2480	6444	2344	1655	1108	1627	1486	2241	2513
MAP2K6	877	2189	766	631	533	645	635	1078	913
MAP2K7	4848	12019	3914	4234	5187	5838	2517	5267	4444
MAP2	33	24	29	65	57	43	43	63	28
MAP3K10	1105	4326	1546	1109	2537	3138	834	1538	1345
MAP3K11	11932	37468	11756	11702	9546	12261	8131	14856	14003
MAP3K12	951	2246	935	545	1877	1955	573	883	694
MAP3K13	19	32	8	30	75	99	4	9	21
MAP3K14	4568	11068	4153	2944	4209	6095	2257	5069	3635
MAP3K15	35	135	58	196	398	104	23	83	103
MAP3K1	12933	22818	10706	6720	11230	18959	5703	9054	8757
MAP3K2	2665	3678	2377	1422	1594	3366	1623	2710	2304
MAP3K3	12788	32341	11440	9660	9054	16147	7242	13853	13641
MAP3K4	1657	3579	1452	864	2304	2472	988	2038	1278
MAP3K5	2756	5909	2637	1157	2264	3601	1552	2678	2746
MAP3K6	748	1062	389	439	610	735	310	575	421
MAP3K7	3203	5587	2617	1606	2047	2814	1551	2922	2505
MAP3K8	1509	5904	2837	1560	3757	5012	752	3774	3492
MAP3K9	357	866	475	203	377	385	195	337	334
MAP4K1	8044	18667	8262	6492	10256	11089	5565	10568	8100
MAP4K2	5768	13122	5119	3592	5129	6498	3025	5822	4466
MAP4K3	272	533	272	167	693	887	160	311	299
MAP4K4	13757	37560	14869	11247	11576	17162	9737	17152	15495
MAP4K5	1199	3234	1617	694	2454	3121	662	1865	1631
MAP4	8297	19648	9553	5362	6416	10225	5912	10102	8659
MAP6D1	300	951	363	196	197	306	136	217	206
MAP6	2	9	3	0	0	0	0	0	22
MAP7D1	18268	46868	15683	13848	15179	19196	9894	20992	16479
MAP7D2	27	26	0	10	20	5	3	13	0
MAP7D3	1778	2996	1621	1244	954	596	1123	2167	1332
MAP7	617	1149	263	180	76	164	339	225	204
MAP9	447	838	428	383	568	581	161	626	305
MAPK10	4	0	2	16	3	14	1	5	11
MAPK11	145	444	186	170	364	302	113	154	183
MAPK12	188	184	101	269	822	548	53	151	96
MAPK13	2100	4760	1905	1334	1264	1525	1123	2158	1670
MAPK14	5928	12779	4402	3872	4154	6373	3650	6323	5102
MAPK15	0	0	0	0	0	7	0	0	0
MAPK1IP1L	6834	16706	7206	4839	6107	7431	4574	9130	8017
MAPK1	19097	37436	19930	9584	9880	18305	11932	21048	20718
MAPK3	6156	18297	4978	4388	2919	4142	4014	6691	5500
MAPK4	0	0	0	0	0	0	0	0	0
MAPK6	2098	4615	1813	741	1020	2139	1065	2199	2028
MAPK7	2204	5456	2012	2061	2167	3172	1073	3146	2599
MAPK8IP1	66	78	37	303	213	256	48	109	40
MAPK8IP2	44	206	15	43	38	54	9	42	37
MAPK8IP3	2459	6449	2425	2458	20636	22910	1228	3091	2178
MAPK8	408	1280	500	334	382	687	241	583	470
MAPK9	3824	8866	3887	2310	2027	3638	2323	4578	4302
MAPKAP1	9360	22911	8538	6336	4430	7387	5474	10011	9241
MAPKAPK2	12341	34652	13732	10947	8703	14723	8098	15785	16344
MAPKAPK3	14194	40643	15018	10989	7449	13629	10395	20222	17773
MAPKAPK5	2719	5864	2583	1498	1916	2724	1591	3348	2545
MAPKBP1	1225	3034	1177	1002	2710	2812	628	1531	1027
LAMTOR3	1551	3261	1140	1077	968	1363	817	1513	1160
MAPRE1	16865	33535	15596	9105	7455	11642	10094	18259	16802
MAPRE2	9244	20164	9303	5424	4628	7717	5379	11063	9492
MAPRE3	248	858	231	235	309	410	170	321	267
MAPT	88	248	110	66	80	110	61	50	74
MARCH10	67	15	15	12	3	13	12	23	12
MARCH11	0	0	0	0	0	0	0	0	0
MARCH1	1809	3557	1371	515	581	2315	692	1135	1429
MARCH2	4484	14757	4679	3197	3055	4373	3238	5705	5765
MARCH3	271	835	326	209	233	230	114	170	235
MARCH4	0	0	0	19	4	0	3	0	0
MARCH5	2712	6245	2367	1809	1327	2112	1445	2767	2442
MARCH6	4742	8836	4056	3240	9338	11912	2180	4882	3953
MARCH7	10090	16629	8895	5530	4175	6093	5577	9746	8057
MARCH8	2973	5807	3244	1061	1362	2395	1934	2536	3248
MARCH9	3033	7159	2744	3508	2947	2815	1601	3560	2604
MARCKSL1	5986	16248	6083	6305	3247	3840	4285	6210	5998
MARCKS	14345	32552	10725	9063	4574	8665	4831	12966	10833
MARCO	2485	5032	1831	628	1099	1429	1763	1633	2601
MARK1	2	26	0	0	11	7	6	20	0
MARK2	9611	22721	8677	7659	6506	9843	5131	10218	9474
MARK3	4415	9619	4612	3478	6147	7332	2443	6018	4796
MARK4	2827	7455	2714	2054	1855	3057	1913	3426	2890
MARS2	1022	2033	872	631	627	1091	614	1130	1134
MARS	5533	14449	5623	3772	8989	10744	3696	5924	5917
MARVELD1	2375	7004	1638	1548	389	2015	1538	2408	2698
MARVELD2	61	152	114	220	911	190	41	192	145
MARVELD3	21	124	19	147	601	145	21	123	56
MAS1L	0	0	0	0	0	0	0	0	0
MAS1	0	0	0	0	0	0	0	0	0
MASP1	0	0	0	0	1	0	0	0	2
MASP2	71	273	186	98	831	1176	55	141	179
MAST1	197	322	191	566	998	399	122	345	232
MAST2	1020	2865	1073	742	1517	1744	718	1485	1143
MAST3	9580	23566	10651	7470	8813	12946	6947	14022	10373
MAST4	922	2075	796	1034	1204	1284	537	823	739
MASTL	899	1771	747	507	468	857	261	854	662
MAT1A	0	0	0	0	7	0	0	0	0
MAT2A	5030	9359	3267	3042	8371	13492	2266	4869	3154
MAT2B	13893	26831	12166	8588	4900	8085	7204	13853	11015
MATK	5824	9712	8546	6833	6152	7358	3459	14259	7926
MATN1	27	0	11	20	61	69	9	12	4
MATN2	157	126	92	88	259	133	14	61	115
MATN3	0	0	0	0	0	0	0	0	0
MATN4	0	0	0	0	1	0	0	0	0
MATR3	29364	58285	29102	15167	15468	24125	16450	29187	25012
MAVS	4978	16147	5000	6313	11078	11829	4503	7987	5882
MAX	9756	25635	8415	8125	6040	7516	5809	10596	9078
MAZ	23520	64048	21533	20454	13776	19091	13494	25577	22182
MBD1	4480	10068	3769	2672	5081	6030	2357	4611	3461
MBD2	12782	39142	16769	10405	8906	13631	9007	18230	19072
MBD3L1	0	0	0	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	1	0	0	0	0
MBD3	8713	28210	8187	9630	6605	7622	5017	11526	9218
MBD4	3470	8229	3288	2158	2342	4052	2133	3421	3304
MBD5	595	920	580	233	313	543	263	691	537
MBD6	3447	7303	3040	2758	6382	7850	1902	4394	3194
MBIP	906	1900	820	571	556	1115	473	822	792
MBL1P	9	24	0	18	68	18	0	6	6
MBL2	0	0	0	0	0	0	0	0	0
MBLAC1	167	292	130	144	57	105	59	91	162
MBLAC2	707	1203	635	343	384	539	292	612	477
MBNL1	48166	103643	52177	26434	27471	43424	27618	53869	45326
MBNL2	1615	3924	1837	754	1340	3088	878	2128	1632
MBNL3	1347	1838	1465	271	378	1104	737	837	1292
MBOAT1	2879	7754	2718	11116	46461	12326	2373	10479	4537
MBOAT2	338	879	332	363	475	631	199	631	448
MBOAT4	319	355	138	99	155	130	78	174	122
MBOAT7	9723	39844	9002	10426	5075	9374	8827	11831	11857
MBP	18469	39933	24333	8966	12555	19881	12430	21954	18725
MBTD1	2174	3998	1748	1174	2426	3565	1130	2678	1859
MBTPS1	9703	23721	9807	6528	6640	10335	6767	10925	8704
MBTPS2	769	1195	523	315	515	573	384	756	587
MB	0	0	0	0	0	0	0	0	0
MC1R	139	202	95	168	482	423	52	265	95
MC2R	14	25	13	2	15	36	10	29	19
MC3R	0	0	0	0	0	0	0	0	0
MC4R	0	0	0	0	0	0	0	0	0
MC5R	0	0	0	0	0	0	0	0	0
MCAM	100	68	37	139	224	159	54	112	89
SLC25A51	1205	2374	1009	829	1376	1306	474	1483	894
SLC25A52	6	18	3	0	18	0	0	30	6
SLC25A53	589	831	294	278	658	544	283	661	486
MCAT	535	1374	434	627	222	267	364	657	502
MCCC1	2168	3007	1541	1226	1541	1890	843	1876	1339
MCCC2	2319	4994	2039	1377	1935	2833	1357	2520	2101
MCCD1	0	0	6	0	3	0	0	0	0
MCC	340	433	121	232	296	303	117	396	396
MCEE	326	609	372	343	255	260	201	333	195
MCF2L2	142	215	103	150	459	179	83	188	114
MCF2L	354	1130	312	234	507	735	198	339	156
MCF2	5	0	10	24	156	163	0	0	21
MCFD2	5058	8148	4393	2816	2633	4159	2913	4187	4275
MCHR1	7	0	0	0	6	18	6	0	4
MCHR2	2	27	2	1	19	21	3	7	5
MCL1	51956	129101	49658	34686	40781	78394	27136	63345	57698
MCM10	99	11	62	40	123	73	39	34	74
MCM2	1543	2685	1259	860	473	996	1178	1371	1319
MCM3AP-AS1	121	209	126	72	178	157	52	214	113
MCM3AP	6749	15281	5667	4392	9931	12804	4109	8330	6552
MCM3	4354	8826	3684	2490	2053	2824	2266	3967	3807
MCM4	1313	2633	1352	835	986	1253	966	1144	1622
MCM5	5059	12986	4479	3365	3774	5979	3385	5115	4980
MCM6	1973	3307	1581	751	1070	1366	1100	1634	1442
MCM7	4694	7400	3923	3648	6393	7748	2364	5175	4282
MCM8	624	1047	486	702	952	747	267	903	569
MCM9	197	477	269	137	354	699	87	248	294
MCOLN1	2306	7797	2280	2502	3267	3217	1659	3254	3309
MCOLN2	211	285	175	220	1396	1232	123	326	241
MCOLN3	45	81	62	60	180	125	29	62	39
MCPH1	2171	4177	2301	1405	1968	2428	1485	2802	2240
MCRS1	3639	8733	2925	2423	3542	4260	2231	3535	3083
MCTP1	1117	2380	1166	722	470	1302	830	1086	1306
MCTP2	1428	2575	1601	892	1853	2567	865	2117	2190
MCTS1	2406	5548	2152	2262	3888	3163	1520	3467	2795
MDC1	1866	3411	1818	1115	3132	3546	918	2139	1825
MDFIC	13024	27538	11222	6659	6262	7788	5115	12064	11694
MDFI	0	0	0	0	0	0	0	0	0
MDGA1	1	1645	572	0	2892	37	37	892	2678
MDGA2	12	0	1	0	49	5	11	2	8
MDH1B	9	11	4	0	8	3	0	0	0
MDH1	6358	12252	5559	3673	2379	4104	3831	6811	6024
MDH2	12819	30427	6645	8517	4764	8129	8341	15014	13044
MDK	28	93	40	144	467	418	27	132	129
MDM1	1044	2523	1321	1068	1509	1799	585	1419	1276
MDM2	3262	7413	3856	3092	5428	6219	1913	4523	4193
MDM4	2630	8061	3484	3543	15444	17215	1762	4709	3384
MDN1	5262	8005	4047	2239	5476	7338	2180	4609	3291
MDP1	1028	2811	999	1647	1317	1230	681	1688	1280
ME1	393	680	253	140	85	172	176	123	154
ME2	5806	13885	6187	3142	3037	5210	4427	7243	6432
